Event ID,LGA,Customers Interrupted,Ave Dur. (min),Reason
1825856,WOOLLAHRA,95,48,Environmental
1827012,LANE COVE,1801,112.7063712,Equipment fault
1827130,HURSTVILLE,2306,71,Equipment fault
1827400,KU-RING-GAI,79,130,Environmental
1828347,LAKE MACQUARIE,1302,179.6231773,Equipment fault
1834383,NEWCASTLE,250,162,Equipment fault
1835172,LEICHHARDT,1794,109.8695652,Equipment fault
1836400,RANDWICK,137,155,Equipment fault
1840581,GOSFORD,166,292.3855422,Environmental
1842058,ROCKDALE,67,195,Equipment fault
1843303,MOSMAN,71,173,Equipment fault
1843426,WYONG,106,485,Environmental
1843466,MOSMAN,1907,135.1975891,Equipment fault
1804437,WYONG,1016,39.76302852,Equipment fault
1806299,HURSTVILLE,362,42.57967033,Environmental
1807305,BANKSTOWN,735,114.5956581,Equipment fault
1808772,NEWCASTLE,82,338,Environmental
1809719,SINGLETON,58,179.1,Environmental
1810831,NORTH SYDNEY,89,551.6833333,Environmental
1811579,BANKSTOWN,2314,402.1068505,Equipment fault
1811870,BANKSTOWN,107,580.2666667,Environmental
1812231,SUTHERLAND,66,90.23333333,Environmental
1812948,NEWCASTLE,219,136,Environmental
1814883,HORNSBY,115,123.25,Environmental
1818419,HORNSBY,327,101.2286585,Environmental
1818556,RANDWICK,63,32.06666667,Third party
1819247,WARRINGAH,1275,127.4376471,Equipment fault
1819487,MUSWELLBROOK,56,379.75,Environmental
1819838,WYONG,98,159.6530612,Environmental
1820063,DRUMMOYNE,2292,67.22939381,Equipment fault
1821394,GOSFORD,973,45,Equipment fault
1821836,WARRINGAH,99,135.5996633,Equipment fault
1780127,MUSWELLBROOK,96,153.5,Operating fault
1781684,WYONG,327,65,Environmental
1782141,PITTWATER,70,389,Environmental
1782460,WOOLLAHRA,59,181.7166667,Environmental
1784208,WOOLLAHRA,118,100.9166667,Environmental
1784216,RANDWICK,73,102.8666667,Equipment fault
1784642,PITTWATER,65,112.9666667,Equipment fault
1784773,PITTWATER,63,215.85,Environmental
1785784,MOSMAN,60,206.9666667,Environmental
1787882,SOUTH SYDNEY,131,111.5666667,Environmental
1787931,BANKSTOWN,95,81.58333333,Equipment fault
1788135,SUTHERLAND,134,1095.664925,Environmental
1789390,ROCKDALE,60,187.7833333,Equipment fault
1789423,WYONG,1362,239.5546588,Third party
1789832,LEICHHARDT,68,59.16666667,Equipment fault
1790701,SUTHERLAND,1288,59,Equipment fault
1791318,SCONE,454,8,Environmental
1792498,AUBURN,133,465.3333333,Equipment fault
1793058,ROCKDALE,65,337.2333333,Equipment fault
1793652,HORNSBY,53,54.75,Third party
1793713,RANDWICK,51,16.73333333,Third party
1794544,PITTWATER,89,178.0333333,Environmental
1795159,HORNSBY,1841,96.86727191,Environmental
1796666,NEWCASTLE,1501,202.1157685,Equipment fault
1797025,CANTERBURY,65,338.0666667,Equipment fault
1797869,LAKE MACQUARIE,948,137.9895068,Third party
1797997,WOOLLAHRA,77,220.8,Equipment fault
1762711,NEWCASTLE,138,75,Equipment fault
1763181,CANTERBURY,2065,521.2268989,Equipment fault
1763672,WOOLLAHRA,56,148.8815476,Equipment fault
1763742,WAVERLEY,158,113.3833333,Equipment fault
1764763,CANTERBURY,2369,66,Equipment fault
1765164,LAKE MACQUARIE,142,122.95,Environmental
1767101,ROCKDALE,80,120,Environmental
1768417,WYONG,386,131,Environmental
1768878,LAKE MACQUARIE,59,23,Equipment fault
1770226,ROCKDALE,1360,82.64632353,Equipment fault
1770981,SOUTH SYDNEY,94,125,Environmental
1771199,WYONG,85,67,Equipment fault
1772920,WARRINGAH,96,72.38975694,Environmental
1773028,LEICHHARDT,128,202.2611979,Environmental
1775218,HORNSBY,213,1064.319249,Equipment fault
1776485,CANTERBURY,79,201.3,Equipment fault
1718131,AUBURN,161,525,Environmental
1718204,SUTHERLAND,813,110,Environmental
1718583,SOUTH SYDNEY,216,74.71428571,Equipment fault
1718894,KU-RING-GAI,765,94.66666667,Equipment fault
1724461,MAITLAND,361,331.4226519,Environmental
1723591,ROCKDALE,2672,233.6540904,Environmental
1730598,CANTERBURY,105,361.8666667,Equipment fault
1745495,WOOLLAHRA,79,1120.716667,Equipment fault
1745563,PITTWATER,71,1380.566667,Environmental
1750857,HURSTVILLE,54,357,Environmental
1751714,AUBURN,56,18,Equipment fault
1752250,NEWCASTLE,177,363.7966102,Lightning
1753445,WAVERLEY,93,19.55,Environmental
1753546,SUTHERLAND,133,128.356391,Equipment fault
1753920,GOSFORD,74,175,Equipment fault
1755231,WILLOUGHBY,53,21.3,Environmental
1756081,SUTHERLAND,52,160,Equipment fault
1756799,ASHFIELD,90,295,Third party
1759709,BOTANY,976,59.01229508,Equipment fault
1691523,HURSTVILLE,58,89,Third party
1694482,MANLY,1616,45.09932057,Environmental
1697698,SOUTH SYDNEY,1113,82,Equipment fault
1697921,HORNSBY,51,5,Environmental
1701527,HORNSBY,66,122,Environmental
1713290,HORNSBY,641,132.2375776,Equipment fault
1714490,ROCKDALE,71,170,Third party
1674122,GOSFORD,1730,139.486424,Environmental
1683595,WYONG,52,275.9166667,Equipment fault
1689184,WYONG,667,61,Environmental
1690345,WYONG,50,30,Environmental
1665474,WYONG,74,326.7833333,Equipment fault
1667876,WYONG,73,91.51666667,Equipment fault
1669200,MARRICKVILLE,86,88.21666667,Equipment fault
1629942,HORNSBY,87,67,Environmental
1631743,HURSTVILLE,238,87,Equipment fault
1636524,GOSFORD,372,97.43010753,Equipment fault
1636843,LAKE MACQUARIE,51,171,Environmental
1646861,HUNTERS HILL,1285,67.76361868,Equipment fault
1649964,MUSWELLBROOK,138,70.86231884,Third party
1650800,LAKE MACQUARIE,764,250.7918848,Equipment fault
1586857,CANADA BAY,255,95.29182879,Equipment fault
1596672,BOTANY,4359,139.081044,Equipment fault
1611248,WYONG,428,83,Equipment fault
1614155,BANKSTOWN,61,172.7,Environmental
1569454,GOSFORD,616,7,Environmental
1569877,ROCKDALE,151,27,Environmental
1571586,SCONE,270,57.53333333,Equipment fault
1576105,SOUTH SYDNEY,131,159,Environmental
1539362,LAKE MACQUARIE,101,98,Equipment fault
1846023,SUTHERLAND,54,91.4,Environmental
1847238,GOSFORD,57,75.03333333,Equipment fault
1849464,WARRINGAH,953,70.68310598,Equipment fault
1850127,SUTHERLAND,667,163,Environmental
1850289,CANTERBURY,77,355.8666667,Environmental
1851918,WARRINGAH,56,70,Equipment fault
1856433,NEWCASTLE,1538,64.48930655,Equipment fault
1856986,SUTHERLAND,104,280,Equipment fault
1859489,LEICHHARDT,66,103,Environmental
1859773,GOSFORD,98,370.7653061,Third party
1860271,CESSNOCK,823,158.381068,Equipment fault
1822949,WARRINGAH,146,920,Third party
1824720,RYDE,80,35,Environmental
1825971,AUBURN,332,99.83483483,Equipment fault
1827221,NEWCASTLE,75,58,Equipment fault
1827286,PITTWATER,56,841.9,Equipment fault
1827748,WYONG,103,123.9645631,Environmental
1828311,WILLOUGHBY,63,190,Environmental
1830002,LANE COVE,212,154,Environmental
1830435,LANE COVE,212,126,Environmental
1830168,NEWCASTLE,124,31,Third party
1830193,PORT STEPHENS,917,345.1372549,Equipment fault
1831035,BANKSTOWN,361,66,Equipment fault
1831983,CANTERBURY,96,146.6585069,Environmental
1833227,WOOLLAHRA,55,114.5166667,Environmental
1834215,RYDE,102,186.6699346,Equipment fault
1834798,KU-RING-GAI,172,273.55,Third party
1836134,WARRINGAH,66,126.3134328,Environmental
1836805,AUBURN,85,39.31666667,Equipment fault
1838052,MARRICKVILLE,70,20,Environmental
1839322,GOSFORD,53,172.3333333,Equipment fault
1841142,PORT STEPHENS,318,45,Environmental
1843318,HORNSBY,80,40,Environmental
1806678,LAKE MACQUARIE,109,380.5333333,Equipment fault
1806825,MARRICKVILLE,65,165,Equipment fault
1809692,HORNSBY,160,127,Environmental
1809915,MERRIWA,199,118.1658291,Environmental
1811637,KU-RING-GAI,1258,187.5830024,Equipment fault
1819593,BOTANY,86,75,Equipment fault
1820778,CANTERBURY,138,332.27343,Equipment fault
1781955,SUTHERLAND,59,5,Operating fault
1784014,RYDE,888,55.46344207,Equipment fault
1784860,WILLOUGHBY,91,117,Environmental
1784735,SYDNEY,75,1031.95,Environmental
1788962,WAVERLEY,88,107.494382,Third party
1790205,BOTANY,74,80,Equipment fault
1790475,KOGARAH,91,45.85,Equipment fault
1791742,WYONG,160,138,Equipment fault
1792059,BANKSTOWN,1056,133.7059378,Environmental
1794863,WAVERLEY,86,42.03333333,Environmental
1797491,BANKSTOWN,72,1453,Environmental
1798007,WYONG,6992,71.36197284,Equipment fault
1798403,WAVERLEY,71,106.6666667,Environmental
1762154,HORNSBY,81,48.65,Equipment fault
1763157,GOSFORD,98,90,Environmental
1763927,GOSFORD,626,83.11182109,Environmental
1764703,GOSFORD,2066,72.16666667,Environmental
1765011,WYONG,71,264.1976526,Third party
1766329,PORT STEPHENS,195,234.0307692,Equipment fault
1767919,WAVERLEY,79,68,Customer installation
1769748,HURSTVILLE,59,60,Equipment fault
1770674,WARRINGAH,56,412,Third party
1773105,KU-RING-GAI,65,228,Environmental
1776622,SOUTH SYDNEY,76,542.9833333,Environmental
1776845,HURSTVILLE,102,229.4666667,Equipment fault
1777810,NEWCASTLE,84,62,Equipment fault
1778583,NORTH SYDNEY,131,81,Environmental
1730525,CANTERBURY,99,244.3333333,Equipment fault
1730640,KU-RING-GAI,202,262,Equipment fault
1741238,WARRINGAH,683,140.5087464,Environmental
1742151,NEWCASTLE,99,195,Equipment fault
1760777,GOSFORD,1781,40,Environmental
1761273,NEWCASTLE,58,637.65,Equipment fault
1701631,WAVERLEY,97,24,Equipment fault
1701882,BANKSTOWN,93,1123.258065,Third party
1702480,MANLY,72,1401,Third party
1702621,DRUMMOYNE,99,931.3666667,Equipment fault
1709672,KU-RING-GAI,51,15,Environmental
1711513,NORTH SYDNEY,70,42,Equipment fault
1715080,LAKE MACQUARIE,1511,252.6550132,Equipment fault
1716698,SUTHERLAND,75,117.2,Equipment fault
1716708,CANTERBURY,95,178.8697917,Equipment fault
1672259,RYDE,55,654.1,Equipment fault
1672737,HORNSBY,1305,111.4169855,Equipment fault
1678536,MANLY,68,224.4,Third party
1658041,WOOLLAHRA,145,62.7,Equipment fault
1658164,WOOLLAHRA,2101,38.59677419,Equipment fault
1662818,LANE COVE,706,70.07496464,Equipment fault
1664804,ROCKDALE,68,96.43333333,Equipment fault
1666129,WOOLLAHRA,158,380,Equipment fault
1670648,WARRINGAH,79,25,Environmental
1670673,LAKE MACQUARIE,97,388,Environmental
1628543,KU-RING-GAI,107,37,Environmental
1632479,WILLOUGHBY,69,48.86666667,Equipment fault
1633963,HORNSBY,589,106.9626486,Equipment fault
1634076,BANKSTOWN,1555,172.4383033,Equipment fault
1643718,MAITLAND,131,275,Equipment fault
1650189,MUSWELLBROOK,56,924.25,Environmental
1581486,KOGARAH,1603,114,Environmental
1586925,LEICHHARDT,1477,59.3493568,Equipment fault
1590792,WYONG,54,48.42857143,Equipment fault
1602846,RYDE,91,59,Environmental
1604913,NEWCASTLE,88,65.6,Environmental
1605388,GOSFORD,1611,64.67287399,Environmental
1606704,SUTHERLAND,876,75.02272727,Equipment fault
1607425,KU-RING-GAI,52,234.7666667,Equipment fault
1610247,MANLY,57,1399.833333,Equipment fault
1565193,SINGLETON,70,93.22857143,Equipment fault
1567780,ROCKDALE,870,530.6185567,Environmental
1567640,BANKSTOWN,1365,104.3599122,Environmental
1572524,WARRINGAH,320,36.08125,Equipment fault
1576432,MARRICKVILLE,116,94.22758621,Equipment fault
1578554,MARRICKVILLE,67,346,Environmental
1580107,SOUTH SYDNEY,150,339.7166667,Equipment fault
1539216,LANE COVE,1581,98.20733249,Equipment fault
1541174,GOSFORD,1036,256.7374517,Environmental
1542110,WILLOUGHBY,175,55,Environmental
1544061,GOSFORD,107,105.1833333,Environmental
1545997,RANDWICK,256,486,Equipment fault
1549781,SUTHERLAND,1064,210.7577465,Lightning
1553277,PORT STEPHENS,65,2.816410256,Environmental
1553770,GOSFORD,91,22.7032967,Environmental
1555527,SINGLETON,198,632.2512563,Environmental
1559348,GOSFORD,165,831.6727273,Environmental
1561304,KU-RING-GAI,59,48.77457627,Equipment fault
1526321,WARRINGAH,98,203,Equipment fault
1527854,GOSFORD,1123,26,Environmental
1530609,WARRINGAH,820,22.45,Equipment fault
1838956,RYDE,55,71.11666667,Third party
1841055,GOSFORD,371,4135.45283,Environmental
1841696,GOSFORD,380,421.3657895,Environmental
1842345,WARRINGAH,152,141,Environmental
1843206,MAITLAND,94,9.35,Environmental
1843297,BOTANY,1446,80.04837595,Equipment fault
1811630,NEWCASTLE,142,96,Environmental
1812270,WYONG,1714,116.2536443,Environmental
1813710,WILLOUGHBY,271,51,Environmental
1814531,HORNSBY,115,271.3833333,Environmental
1814541,LANE COVE,1588,135.3509434,Equipment fault
1817990,SOUTH SYDNEY,304,46,Equipment fault
1818460,KU-RING-GAI,57,181.2,Environmental
1821149,LAKE MACQUARIE,533,78,Environmental
1781240,WOOLLAHRA,64,105,Equipment fault
1781739,SUTHERLAND,63,337.8166667,Equipment fault
1782271,AUBURN,81,145,Equipment fault
1783636,KOGARAH,110,113.8198198,Equipment fault
1784284,CANTERBURY,68,125.5166667,Environmental
1787518,CANTERBURY,168,94,Equipment fault
1788553,PITTWATER,63,233.25,Environmental
1791549,MAITLAND,962,5,Equipment fault
1792790,RANDWICK,1918,71.06878583,Equipment fault
1794520,ROCKDALE,83,20,Equipment fault
1794816,WYONG,85,65,Equipment fault
1795878,CANADA BAY,64,1180.033333,Environmental
1797538,HURSTVILLE,63,68.21666667,Environmental
1797712,LAKE MACQUARIE,948,155.9160546,Environmental
1762240,RYDE,174,293.9536398,Equipment fault
1764291,WAVERLEY,158,187.7333333,Environmental
1765125,NEWCASTLE,96,76,Equipment fault
1766550,AUBURN,55,185,Third party
1771435,GOSFORD,80,78.65,Environmental
1773070,RANDWICK,67,57.03333333,Environmental
1773536,MAITLAND,1231,186.7294882,Equipment fault
1774355,GOSFORD,57,373.9333333,Equipment fault
1774850,GOSFORD,1360,64.53196179,Environmental
1777468,CANTERBURY,102,115,Operating fault
1777310,WARRINGAH,1592,128,Equipment fault
1778242,PORT STEPHENS,59,171,Equipment fault
1779464,WOOLLAHRA,150,130.7666667,Equipment fault
1717319,WILLOUGHBY,51,34.90196078,Equipment fault
1718090,WILLOUGHBY,219,204.1643836,Equipment fault
1718437,SUTHERLAND,52,16.15,Environmental
1720682,MERRIWA,62,174.5645161,Environmental
1721740,WAVERLEY,60,45,Environmental
1723978,MARRICKVILLE,74,40,Environmental
1727261,NEWCASTLE,62,248,Environmental
1728080,WARRINGAH,1585,77.00880503,Environmental
1728183,MAITLAND,497,182.5855131,Environmental
1729904,NEWCASTLE,59,330.5833333,Equipment fault
1730778,WARRINGAH,64,811.9,Third party
1730368,MUSWELLBROOK,61,64,Equipment fault
1730642,CANTERBURY,84,498.2666667,Equipment fault
1731599,KOGARAH,75,991.9,Equipment fault
1731727,WILLOUGHBY,59,289.5,Environmental
1732266,MAITLAND,56,47,Third party
1741487,SUTHERLAND,131,1581,Equipment fault
1745985,RYDE,2386,48.73958333,Environmental
1750045,KU-RING-GAI,62,1082.990591,Equipment fault
1751006,HORNSBY,52,300,Environmental
1751074,WYONG,60,152.1666667,Equipment fault
1752128,NEWCASTLE,1166,164,Equipment fault
1752174,LAKE MACQUARIE,1775,135,Environmental
1757811,SINGLETON,122,63.1,Equipment fault
1759297,SINGLETON,68,533.8142857,Third party
1759650,LAKE MACQUARIE,100,60,Equipment fault
1759828,LAKE MACQUARIE,94,57,Environmental
1761049,WYONG,1052,95,Equipment fault
1761279,WILLOUGHBY,372,83.92473118,Equipment fault
1692502,DRUMMOYNE,74,60,Environmental
1693196,SUTHERLAND,81,95.53882353,Equipment fault
1693988,SOUTH SYDNEY,145,137.25,Environmental
1694973,NORTH SYDNEY,71,161.7166667,Equipment fault
1695638,BURWOOD,841,87.60142349,Equipment fault
1695712,GOSFORD,654,79.82568807,Environmental
1697691,WAVERLEY,2531,76.01143984,Equipment fault
1697834,AUBURN,64,111.5333333,Third party
1698026,SOUTH SYDNEY,109,56,Equipment fault
1698658,BOTANY,117,154.85,Environmental
1699185,WAVERLEY,156,86.01666667,Equipment fault
1702784,NEWCASTLE,98,15,Equipment fault
1708370,CESSNOCK,1227,82.5539335,Environmental
1708869,WARRINGAH,135,195,Environmental
1712221,PORT STEPHENS,126,496.5952381,Environmental
1712684,SUTHERLAND,53,166.3,Third party
1713581,SUTHERLAND,220,142,Environmental
1714878,SUTHERLAND,64,462,Equipment fault
1714941,CESSNOCK,70,317,Equipment fault
1716195,MAITLAND,246,86.2195122,Equipment fault
1716370,SCONE,54,196.5555556,Environmental
1671574,BURWOOD,58,263,Environmental
1674365,DRUMMOYNE,60,68,Equipment fault
1676682,GOSFORD,5562,27,Operating fault
1676727,BANKSTOWN,67,144.6482587,Third party
1678736,WILLOUGHBY,645,71.28902628,Equipment fault
1679145,HURSTVILLE,123,70.20325203,Equipment fault
1679233,ASHFIELD,79,325.9934599,Equipment fault
1679858,LAKE MACQUARIE,109,293,Equipment fault
1681801,RYDE,532,75,Equipment fault
1682428,BURWOOD,91,10,Equipment fault
1683103,LEICHHARDT,78,59.8974359,Equipment fault
1684232,NEWCASTLE,336,210,Equipment fault
1684677,MARRICKVILLE,92,238.2666667,Equipment fault
1686283,CANTERBURY,51,190.9166667,Environmental
1688155,WOOLLAHRA,56,425,Environmental
1653453,NEWCASTLE,57,112,Environmental
1654348,LEICHHARDT,74,14,Environmental
1654773,MARRICKVILLE,2398,82.17916667,Equipment fault
1657637,RYDE,65,1995.45,Equipment fault
1657784,CANTERBURY,105,108,Equipment fault
1658530,BOTANY,154,169,Environmental
1660139,LAKE MACQUARIE,63,42.21666667,Environmental
1661852,SUTHERLAND,1412,94.10671378,Equipment fault
1662861,SUTHERLAND,946,47,Environmental
1663463,NEWCASTLE,67,23,Equipment fault
1663289,PORT STEPHENS,75,437.5333333,Environmental
1663881,BANKSTOWN,55,25,Environmental
1665326,NORTH SYDNEY,70,200,Environmental
1667149,NEWCASTLE,53,55,Equipment fault
1666800,HURSTVILLE,879,13,Environmental
1667755,RANDWICK,95,105.1,Equipment fault
1668703,RANDWICK,94,137.9966312,Equipment fault
1668730,WARRINGAH,70,40,Equipment fault
1669652,CANADA BAY,87,104,Environmental
1669767,ROCKDALE,2782,130.5866523,Equipment fault
1669990,RYDE,37,311.7272727,Equipment fault
1628969,SUTHERLAND,59,25,Environmental
1629392,GOSFORD,1298,28.41910632,Lightning
1630257,MUSWELLBROOK,255,31.81666667,Environmental
1631144,NORTH SYDNEY,69,40,Environmental
1633882,NORTH SYDNEY,95,122,Equipment fault
1637047,MUSWELLBROOK,59,367.0847458,Equipment fault
1638894,GOSFORD,1729,60.40427993,Lightning
1638962,WOOLLAHRA,72,76.48333333,Environmental
1639528,NEWCASTLE,102,234,Equipment fault
1640365,GOSFORD,824,94.13349515,Environmental
1644958,CANTERBURY,734,92.65625,Environmental
1647089,SINGLETON,323,12.49535604,Equipment fault
1648891,RANDWICK,63,221.0833333,Environmental
1650200,HORNSBY,142,139,Lightning
1650372,CESSNOCK,64,425,Environmental
1650449,KOGARAH,1598,79.46533417,Equipment fault
1652543,HORNSBY,1019,263.8148874,Environmental
1581699,CANTERBURY,64,138,Third party
1582078,WYONG,1351,83.56624722,Environmental
1585180,WARRINGAH,1374,103.837936,Equipment fault
1588891,AUBURN,71,925,Equipment fault
1591366,KOGARAH,126,72.28346457,Equipment fault
1591506,LANE COVE,181,76,Equipment fault
1592712,SCONE,385,64,Vandalism
1593370,CESSNOCK,1293,5,Equipment fault
1594077,ASHFIELD,856,64,Equipment fault
1595707,KU-RING-GAI,52,279.2666667,Environmental
1595921,NORTH SYDNEY,92,64,Equipment fault
1598013,HORNSBY,1380,59.21144098,Equipment fault
1600121,WARRINGAH,64,112.3333333,Environmental
1600449,HORNSBY,52,739.7,Environmental
1600788,HORNSBY,609,39.43606557,Equipment fault
1601118,MUSWELLBROOK,4462,79.00691656,Environmental
1601269,GOSFORD,165,97,Equipment fault
1605843,HORNSBY,67,283,Third party
1606132,WARRINGAH,123,83,Environmental
1606468,HORNSBY,62,168.7540323,Equipment fault
1607017,KU-RING-GAI,800,100.3008739,Equipment fault
1607712,SUTHERLAND,767,85.94155844,Equipment fault
1608963,BOTANY,114,45.46086957,Cable dig
1609672,PORT STEPHENS,142,460.9,Third party
1619745,RYDE,90,1076.664855,Environmental
1610816,WYONG,70,43.64285714,Lightning
1611718,HORNSBY,967,178.3801653,Equipment fault
1612528,WYONG,122,840.4836066,Environmental
1847090,LAKE MACQUARIE,1091,67.21428571,Third party
1851427,BANKSTOWN,93,25,Equipment fault
1851807,GOSFORD,87,40.91954023,Lightning
1854134,AUBURN,60,472.9666667,Equipment fault
1855049,HORNSBY,83,206,Equipment fault
1857262,WYONG,58,147,Equipment fault
1857608,SUTHERLAND,848,99.2240566,Equipment fault
1859966,KU-RING-GAI,1269,22,Environmental
1823458,WARRINGAH,1867,129.9657204,Environmental
1824054,DRUMMOYNE,1278,356.2347418,Cable dig
1824843,HORNSBY,69,15,Environmental
1829226,RANDWICK,54,465,Equipment fault
1830552,NEWCASTLE,1506,92.30437666,Equipment fault
1832463,KU-RING-GAI,108,75,Environmental
1836187,CESSNOCK,4378,37.98949772,Environmental
1836336,SINGLETON,157,528,Environmental
1839145,GOSFORD,53,170.5333333,Equipment fault
1840989,NORTH SYDNEY,130,71.91666667,Equipment fault
1841964,CANTERBURY,2465,130.976895,Equipment fault
1843777,WARRINGAH,156,40,Environmental
1805305,PITTWATER,169,718.2544379,Equipment fault
1807597,ROCKDALE,62,1121.916667,Equipment fault
1808496,RYDE,56,305,Environmental
1810331,NEWCASTLE,159,26,Environmental
1811782,BANKSTOWN,269,976.5055762,Equipment fault
1812406,BANKSTOWN,87,121.4333333,Environmental
1812971,SINGLETON,274,105.9418182,Environmental
1815899,SCONE,293,182.0546075,Environmental
1816097,CANADA BAY,60,23.35,Environmental
1819364,MARRICKVILLE,348,81,Equipment fault
1820343,GOSFORD,1872,98.35737179,Equipment fault
1780617,KU-RING-GAI,166,108.4378514,Equipment fault
1781649,HORNSBY,60,41.71666667,Environmental
1783262,MAITLAND,233,20,Environmental
1784830,ROCKDALE,96,123,Equipment fault
1787974,BANKSTOWN,142,117,Equipment fault
1788534,WOOLLAHRA,156,270,Equipment fault
1844841,WILLOUGHBY,82,20,Environmental
1848108,KU-RING-GAI,92,340.3255435,Environmental
1850117,KU-RING-GAI,1127,52,Environmental
1850617,WILLOUGHBY,101,289,Equipment fault
1853734,CANTERBURY,105,84.91666667,Environmental
1854645,WILLOUGHBY,58,158.9864943,Environmental
1855263,RYDE,59,216.15,Equipment fault
1856263,KOGARAH,95,226.8666667,Environmental
1857567,SOUTH SYDNEY,398,75,Equipment fault
1857932,WYONG,670,67.82985075,Equipment fault
1858589,NORTH SYDNEY,95,155,Equipment fault
1859596,BANKSTOWN,54,148.5833333,Equipment fault
1859890,RANDWICK,54,133.85,Equipment fault
1822102,MANLY,86,367.5333333,Equipment fault
1823492,RYDE,79,160,Equipment fault
1827517,WARRINGAH,3002,57.35638298,Environmental
1828473,BANKSTOWN,84,958.0353175,Equipment fault
1828681,LAKE MACQUARIE,1328,103,Environmental
1829230,BANKSTOWN,322,75.70807453,Equipment fault
1829269,GOSFORD,92,1699,Equipment fault
1830761,SINGLETON,59,44,Equipment fault
1830969,BANKSTOWN,121,10,Environmental
1831232,NORTH SYDNEY,80,85,Environmental
1831379,BANKSTOWN,83,61.48333333,Environmental
1831549,PITTWATER,100,163.8566667,Environmental
1832067,LAKE MACQUARIE,1483,40,Environmental
1832775,AUBURN,67,49,Environmental
1834805,WOOLLAHRA,176,426.3636364,Equipment fault
1835195,SUTHERLAND,78,457,Environmental
1835804,RYDE,251,7.390438247,Equipment fault
1579216,ROCKDALE,87,312.3833333,Equipment fault
1539015,HUNTERS HILL,59,94.6,Environmental
1539125,HORNSBY,1205,149.7618257,Equipment fault
1539143,GOSFORD,645,86.05426357,Equipment fault
1540107,WYONG,1650,93.69575758,Equipment fault
1540350,HUNTERS HILL,59,266,Equipment fault
1543131,CANTERBURY,84,129.65,Environmental
1545956,HORNSBY,1261,124.1291601,Equipment fault
1549794,LANE COVE,1578,87,Environmental
1551358,MARRICKVILLE,85,174,Third party
1553120,ROCKDALE,120,204.5702778,Equipment fault
1553351,WARRINGAH,63,230.8,Environmental
1522813,HORNSBY,372,224.6483871,Equipment fault
1524773,CESSNOCK,69,180,Equipment fault
1526302,RANDWICK,69,43.83333333,Environmental
1529834,KU-RING-GAI,141,166.964539,Third party
1534235,RYDE,1405,84.97864769,Lightning
1535097,HURSTVILLE,739,107.8105548,Environmental
1536306,ROCKDALE,100,253,Equipment fault
1536660,ASHFIELD,2276,41,Equipment fault
1494399,PORT STEPHENS,182,135,Environmental
1502951,WARRINGAH,1476,107.8943089,Environmental
1503053,WILLOUGHBY,49,272.3833333,Equipment fault
1511416,LAKE MACQUARIE,1845,92.9978355,Equipment fault
1511933,RYDE,79,589.3333333,Equipment fault
1515051,HORNSBY,1785,75.46864502,Equipment fault
1476190,LAKE MACQUARIE,114,603.5526316,Third party
1484349,NORTH SYDNEY,52,182.1,Environmental
1492905,WARRINGAH,129,88.66666667,Equipment fault
1448880,NEWCASTLE,77,44,Environmental
1448982,PORT STEPHENS,150,115,Equipment fault
1449568,BANKSTOWN,428,88.71962617,Equipment fault
1449588,MANLY,1376,100.4684096,Equipment fault
1450280,AUBURN,2949,124.2692177,Equipment fault
1455464,CESSNOCK,185,631.6378378,Equipment fault
1455685,WARRINGAH,63,30,Environmental
1455965,AUBURN,154,230.9344156,Equipment fault
1456978,GOSFORD,83,87.21666667,Equipment fault
1457037,WOOLLAHRA,95,205.5217544,Equipment fault
1458153,HORNSBY,89,122.4666667,Equipment fault
1458439,MAITLAND,647,40.5007728,Equipment fault
1458538,RYDE,154,125.538961,Equipment fault
1458771,SINGLETON,98,392.6530612,Environmental
1461779,WARRINGAH,110,105.5272727,Equipment fault
1462459,HURSTVILLE,99,85.17373737,Equipment fault
1466960,DRUMMOYNE,72,157,Environmental
1469914,WOOLLAHRA,253,867,Equipment fault
1427365,BANKSTOWN,4202,65.7918348,Equipment fault
1427834,MANLY,1611,80.68297214,Equipment fault
1431690,MERRIWA,52,261,Equipment fault
1434663,ROCKDALE,51,426,Third party
1436124,PITTWATER,1210,59.69306931,Environmental
1437051,WYONG,699,32,Operating fault
1442972,LAKE MACQUARIE,1816,43.16584294,Equipment fault
1444915,GOSFORD,1744,57.97018349,Environmental
1445757,LEICHHARDT,66,131.0333333,Environmental
1405676,MERRIWA,159,512.2327044,Equipment fault
1406650,WYONG,115,154.8166667,Environmental
1415260,PORT STEPHENS,56,120,Operating fault
1419128,GOSFORD,1121,94.39785905,Environmental
1420690,PORT STEPHENS,84,324.9333333,Environmental
1613682,MOSMAN,62,523.0333333,Equipment fault
1614184,SOUTH SYDNEY,80,63.18333333,Environmental
1614556,HORNSBY,1162,205.6144578,Environmental
1614619,RYDE,59,25,Environmental
1615745,WYONG,147,156.5466667,Environmental
1618742,BANKSTOWN,54,165.2666667,Environmental
1621447,NORTH SYDNEY,386,112.3290155,Equipment fault
1621586,WILLOUGHBY,57,5,Environmental
1622616,HORNSBY,268,300.9882463,Lightning
1625311,KU-RING-GAI,60,124.2833333,Environmental
1564450,BOTANY,393,105.9796438,Equipment fault
1565213,PORT STEPHENS,735,246.3880597,Environmental
1567098,BANKSTOWN,75,322.4166667,Equipment fault
1567873,GOSFORD,105,50.93333333,Environmental
1570155,LAKE MACQUARIE,115,48,Environmental
